1772289186,0.0000
1772289187,0.0000
1772289185,0.0000
1772289190,0.0000
1772289191,2.1194
1772289188,0.0000
1772289189,0.0000
1772289194,0.0000
1772289195,0.0000
1772289192,0.0000
1772289196,0.0000
1772289154,16.7727
1772289153,16.0201
1772289158,0.0000
1772289159,0.7809
1772289156,9.0579
1772289157,0.0000
1772289162,0.0000
1772289163,3.4231
1772289160,0.0000
1772289161,0.0000
1772289166,0.0000
1772289167,7.3085
1772289165,0.0000
1772289170,0.0000
1772289171,0.0000
1772289168,0.0000
1772289169,0.0000
1772289175,0.5124
1772289172,0.0000
1772289173,0.1767
1772289178,0.3211
1772289179,0.0000
1772289176,0.3500
1772289177,0.4617
1772289182,0.0000
1772289183,0.0000
1772289180,4.9516
1772289181,0.0000
1772289122,0.0000
1772289123,0.4756
1772289120,0.0154
1772289121,0.0000
1772289127,0.0000
1772289124,0.6300
1772289125,0.0000
1772289131,0.0000
1772289128,12.7771
1772289129,0.0000
1772289135,0.0000
1772289132,0.0000
1772289133,4.8682
1772289139,0.1897
1772289136,0.0000
1772289137,0.0000
1772289142,1.7703
1772289143,0.0000
1772289140,0.0000
1772289141,0.0000
1772289146,1.2406
1772289144,0.0000
1772289151,13.4980
1772289148,14.3671
1772289149,16.8510
1772289095,0.0099
1772289092,0.0242
1772289093,0.0106
1772289098,0.3551
1772289099,0.0000
1772289096,1.8291
1772289097,0.0000
1772289102,0.0000
1772289103,0.0000
1772289100,0.0000
1772289101,0.1079
1772289107,0.0000
1772289104,0.0000
1772289105,0.0000
1772289110,0.0000
1772289111,0.0000
1772289108,0.0000
1772289109,0.9740
1772289114,1.6369
1772289115,0.0000
1772289112,0.0000
1772289113,0.0000
1772289118,0.0000
1772289119,0.0318
1772289116,0.0000
