1772289122,0.0000
1772289186,3.1403
1772289120,0.0059
1772289121,8.3334
1772289127,1.3012
1772289191,0.0271
1772289189,0.0000
1772289194,0.0203
1772289131,1.0940
1772289195,2.3190
1772289128,0.5774
1772289129,1.5575
1772289135,0.5866
1772289132,0.2492
1772289196,5.7127
1772289133,0.0451
1772289139,0.0000
1772289136,0.0000
1772289137,0.0000
1772289143,1.0663
1772289141,0.7670
1772289146,0.0000
1772289144,1.1536
1772289158,1.0326
1772289095,0.0050
1772289159,0.0000
1772289099,0.0000
1772289096,1.8528
1772289097,4.5240
1772289161,1.7778
1772289167,0.0000
1772289170,0.0000
1772289114,0.0000
1772289112,1.1352
